,Unnamed: 0,random,session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,reviewed_at_datetime,entered_code,Nationality,Sex,Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,SessionID,valence_condition,means_condition,user_id,material.variable,material,variable,response,bh_neg_ans1,bh_neg_ans2,bh_neg_ans3,bh_neg_ans4,bh_neg_ans5,bh_neg_ans6,bh_neg_ans7,bh_neg_ans8,other,bh_pos_ans1,bh_pos_ans2,bh_pos_ans3,bh_pos_ans4,bh_pos_ans5,neg,pos,neither,goal_object,non_goal_object,controllable,uncontrollable,neither_control
128,1276,0.05823614-->0.034393504,5f5b659d09e9c128d429c6fd,5ab8d402e1546900019b71b7,APPROVED,55:09.6,07:43.0,753.384,42,15:38.3,4DE9B385,United Kingdom,Female,18,"Sep 11, 2020 7:55:11 am","Sep 11, 2020 8:07:40 am",Complete,0,0,0,English,0,1599825311_5f5b659fd6c1f0.64206025,positive,present,5ab8d402e1546900019b71b7,bill_holiday.response,bill_holiday,response,He discovered that his next door neighbour from home was staying in the room next to him.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
129,1152,0.026015987999999997-->0.926837109,5f5ceddb3e753450378e3a2d,5efa0eb2fce41c0c97d19210,APPROVED,49:11.5,10:29.8,1278.311,32,09:28.3,3833C7F5,United Kingdom,Female,7,"Sep 12, 2020 11:50:00 am","Sep 12, 2020 12:10:21 pm",Complete,0,0,0,English,0,1599925800_5f5cee281ac800.89105150,negative,absent,5efa0eb2fce41c0c97d19210,bill_holiday.response,bill_holiday,response,When he gets home he finds his suitcase waiting for him. At first he thinks it's his but when he opens it he finds it stuffed full of cash so he goes on another even better holiday instead!,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
130,1222,0.134774455-->0.64384473,5f5b8e5974d6fd0d1e0a37c4,5c5f61170a2a3c000123dc45,APPROVED,49:03.2,02:09.3,786.18,52,40:38.1,510FA8B2,United Kingdom,Female,19,"Sep 11, 2020 10:49:06 am","Sep 11, 2020 11:02:05 am",Complete,0,0,0,English,0,1599835745_5f5b8e61e6e0e4.29555164,positive,absent,5c5f61170a2a3c000123dc45,bill_holiday.response,bill_holiday,response,his luggage is found,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
131,1210,0.44937844200000004-->0.712567284,5f5b8dd12700562db3ad90b5,5e21d4156ebb72000df49f65,APPROVED,46:43.3,53:07.3,383.994,27,40:14.5,510FA8B2,United Kingdom,Female,9,"Sep 11, 2020 10:46:44 am","Sep 11, 2020 10:53:05 am",Complete,0,0,0,English,0,1599835604_5f5b8dd4d91a06.47265871,positive,absent,5e21d4156ebb72000df49f65,bill_holiday.response,bill_holiday,response,He realises his passport was in his lost luggage,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
132,1212,0.976986715-->0.090065091,5f5b8de5f7e8a70cc8472b64,5edf196f0ad20d1c592b6f29,APPROVED,47:01.5,57:37.9,636.406,46,40:18.3,510FA8B2,United Kingdom,Male,12,"Sep 11, 2020 10:47:04 am","Sep 11, 2020 10:57:36 am",Complete,0,0,0,English,0,1599835624_5f5b8de8b80132.51811587,positive,absent,5edf196f0ad20d1c592b6f29,bill_holiday.response,bill_holiday,response,He spends the entire time naked.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
133,1137,0.377084078-->0.602551863,5f5bc5e0efcdae364f20d29c,5e2586948ab7d17d602025c4,APPROVED,52:42.5,02:07.5,564.982,35,59:21.1,40D80FA4,United Kingdom,Female,57,"Sep 11, 2020 2:52:53 pm","Sep 11, 2020 3:02:03 pm",Complete,0,0,0,English,0,1599850373_5f5bc7852ee330.59320731,negative,present,5e2586948ab7d17d602025c4,bill_holiday.response,bill_holiday,response,He wins another holiday in a competition on the plane on the way back. ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
134,1234,0.325303136-->0.632133745,5f5b8f114f16612d2a197555,5d558c262d8a6200172a8b7b,APPROVED,52:13.1,59:33.0,439.961,33,41:03.2,510FA8B2,United Kingdom,Male,36,"Sep 11, 2020 10:52:15 am","Sep 11, 2020 10:59:30 am",Complete,0,0,0,English,0,1599835935_5f5b8f1f660f36.24511853,positive,absent,5d558c262d8a6200172a8b7b,bill_holiday.response,bill_holiday,response,"He is given the wrong suitcase back, and it is full of cash.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
135,1135,0.556069503-->0.562662255,5f5bc5c58578073672a1a7a8,5d6e5990e77e580001531bc9,APPROVED,45:25.9,56:57.2,691.341,42,59:17.2,40D80FA4,United Kingdom,Female,41,"Sep 11, 2020 2:45:28 pm","Sep 11, 2020 2:56:55 pm",Complete,0,0,0,English,0,1599849928_5f5bc5c8cfaad2.01093545,negative,present,5d6e5990e77e580001531bc9,bill_holiday.response,bill_holiday,response,"Well, Bill turns out to be a muppet, because he shoved his passport in his suitcase, thusly rendering any chance of getting on a plane nil, and stranding him in airport limbo for a fortnight, where he decides to make the best of it and spends 2 weeks getting trollied in the duty free.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
136,1143,0.7060234409999999-->0.8437280359999999,5f5bc600d1be8b14f3b8ec71,5d55a0f63af827001981b8d6,APPROVED,46:32.7,54:34.4,481.777,53,59:33.6,40D80FA4,United Kingdom,Female,49,"Sep 11, 2020 2:46:34 pm","Sep 11, 2020 2:54:29 pm",Complete,0,0,0,English,0,1599849994_5f5bc60ab06406.35080168,negative,present,5d55a0f63af827001981b8d6,bill_holiday.response,bill_holiday,response,He comes home and decides to complain about his luggage being delayed ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
137,1197,0.852650795-->0.707375882,5f5cf1077790915056f42194,58c565298a3f870001c0e70d,APPROVED,04:51.6,24:20.1,1168.481,31,11:01.2,3833C7F5,United Kingdom,Male,56,"Sep 12, 2020 12:04:57 pm","Sep 12, 2020 12:24:12 pm",Complete,0,0,0,English,0,1599926697_5f5cf1a94be453.92436914,negative,absent,58c565298a3f870001c0e70d,bill_holiday.response,bill_holiday,response,His luggage was found and returned to his house while he was away.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
138,1288,0.48020297700000003-->0.646962241,5f5b6647062e0f28c2f3d8cc,5eaeaff5553e990009a3d8c0,APPROVED,01:08.0,08:38.7,450.696,65,16:21.5,4DE9B385,United Kingdom,Female,42,"Sep 11, 2020 8:01:10 am","Sep 11, 2020 8:08:37 am",Complete,0,0,0,English,0,1599825670_5f5b67062270f9.44284068,positive,present,5eaeaff5553e990009a3d8c0,bill_holiday.response,bill_holiday,response,He goes down with a serious illness which he has caught on holiday.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
139,1095,0.688975638-->0.7424986290000001,5f5bc1037a4abb34a939eb9a,5b9588a921e7200001f59638,APPROVED,25:07.2,40:51.9,944.701,34,57:54.7,40D80FA4,United Kingdom,Female,1,"Sep 11, 2020 2:26:58 pm","Sep 11, 2020 2:40:50 pm",Complete,0,0,0,English,0,1599848818_5f5bc172d0c120.98838864,negative,present,5b9588a921e7200001f59638,bill_holiday.response,bill_holiday,response,His passport was missing.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
140,1180,0.844123415-->0.6158950360000001,5f5cf026766c6f0b7154d628,5abea1621667e40001d82af2,APPROVED,58:35.4,10:10.9,695.528,36,10:25.9,3833C7F5,United Kingdom,Female,33,"Sep 12, 2020 11:58:37 am","Sep 12, 2020 12:10:09 pm",Complete,0,0,0,English,0,1599926317_5f5cf02d237656.59801427,negative,absent,5abea1621667e40001d82af2,bill_holiday.response,bill_holiday,response,But on the way back he meets the love of his life and they marry in a month time.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
141,1256,0.9305126109999999-->0.22068728899999998,5f5ba4b08e2b6631b9cb559e,5ce9b0e4be5a6b00163f6870,APPROVED,24:16.9,49:24.9,1507.978,54,20:03.9,510FA8B2,United Kingdom,Male,61,"Sep 11, 2020 12:24:26 pm","Sep 11, 2020 12:49:22 pm",Complete,0,0,0,English,0,1599841466_5f5ba4ba22e075.26711366,positive,absent,5ce9b0e4be5a6b00163f6870,bill_holiday.response,bill_holiday,response,Several weeks later somebody posts his passport through the letterbox.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
142,1241,0.410845365-->0.913446034,5f5b8f7810ec482e85cc8067,5e97039d77e41b023228fa5a,APPROVED,54:51.2,06:58.4,727.223,43,15:26.8,510FA8B2,United Kingdom,Female,63,"Sep 11, 2020 1:41:43 pm","Sep 11, 2020 2:04:09 pm",Complete,0,0,0,English,0,1599846103_5f5bb6d7042460.00072875,positive,absent,5e97039d77e41b023228fa5a,bill_holiday.response,bill_holiday,response,On the plane on his way home he spots a man wearing his clothes and realises his suitcase was stolen not lost,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
143,1231,0.25885657-->0.272327924,5f5b8ee371abb22edd2cc4ba,57b4d420869234000179f45a,APPROVED,51:18.3,58:19.5,421.22,60,40:57.2,510FA8B2,United Kingdom,Female,26,"Sep 11, 2020 10:51:20 am","Sep 11, 2020 10:58:14 am",Complete,0,0,0,English,0,1599835880_5f5b8ee8329992.37306235,positive,absent,57b4d420869234000179f45a,bill_holiday.response,bill_holiday,response,Passport was lost,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
144,1211,0.822542122-->0.14870197699999999,5f5b8de0a340222dc59007d4,5ef21a978041c001e2b10a9b,APPROVED,46:58.9,56:25.5,566.61,25,40:16.3,510FA8B2,United Kingdom,Female,13,"Sep 11, 2020 10:47:00 am","Sep 11, 2020 10:56:23 am",Complete,0,0,0,English,0,1599835620_5f5b8de432b7c9.10347755,positive,absent,5ef21a978041c001e2b10a9b,bill_holiday.response,bill_holiday,response,A stranger approaches him with his lost luggage in hand.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
145,1183,0.132213654-->0.824501465,5f5cf050fff4124ff943d364,5e5e7e81381c27000b1e9cba,APPROVED,59:18.2,06:39.6,441.39,32,10:32.7,3833C7F5,United Kingdom,Female,37,"Sep 12, 2020 11:59:22 am","Sep 12, 2020 12:06:36 pm",Complete,0,0,0,English,0,1599926361_5f5cf059e20770.28168041,negative,absent,5e5e7e81381c27000b1e9cba,bill_holiday.response,bill_holiday,response,"Bill lost his luggage containing his passport, so was unable to go. ",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
146,1193,0.756955035-->0.534776161,5f5cf0d3efcdae500e1e7cbe,5a86e1a4eea3d300016e7981,APPROVED,01:28.3,11:03.6,575.25,42,10:53.0,3833C7F5,United Kingdom,Female,46,"Sep 12, 2020 12:01:29 pm","Sep 12, 2020 12:10:59 pm",Complete,0,0,0,English,0,1599926489_5f5cf0d9d4f5d0.14906376,negative,absent,5a86e1a4eea3d300016e7981,bill_holiday.response,bill_holiday,response,He was arrested and detained because he couldn't produce his passport for the return journey ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
147,1294,0.10508297400000001-->0.6954953620000001,5f5b669ad97994295e74b4d3,5d3a12fa3bc59d0001b05812,APPROVED,02:30.0,43:42.5,2472.428,61,16:33.9,4DE9B385,United Kingdom,Female,48,"Sep 11, 2020 8:02:33 am","Sep 11, 2020 8:43:38 am",Complete,0,0,0,English,0,1599825753_5f5b67591feef0.25113759,positive,present,5d3a12fa3bc59d0001b05812,bill_holiday.response,bill_holiday,response,On return home Bill has a letter to say he is being made redundant from his job.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
148,1164,0.71224202-->0.300710247,5f5cef59162162508656b173,5f2458749912ad00087e5677,APPROVED,55:05.7,31:07.8,2162.157,59,09:52.8,3833C7F5,United Kingdom,Female,20,"Sep 12, 2020 11:55:09 am","Sep 12, 2020 12:31:05 pm",Complete,0,0,0,English,0,1599926108_5f5cef5cdf7109.56196235,negative,absent,5f2458749912ad00087e5677,bill_holiday.response,bill_holiday,response,Bill is trying to make the best of his holiday and then suddenly a guest at the same hotel realises that the case he was given is in fact Bill's. The guest happily reunites Bill with his case and passport.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
149,1127,0.610549637-->0.35638794100000004,5f5bc5405bbf4b364b00061f,5f4555bdcad55b1274e7ebe1,APPROVED,43:15.3,52:56.6,581.237,21,59:01.6,40D80FA4,United Kingdom,Male,31,"Sep 11, 2020 2:43:17 pm","Sep 11, 2020 2:52:55 pm",Complete,0,0,0,English,0,1599849797_5f5bc545244ad8.71081308,negative,present,5f4555bdcad55b1274e7ebe1,bill_holiday.response,bill_holiday,response,"All of his clothes were missing, and he was staying somewhere that didn't have a shop. ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
150,1306,0.261835466-->0.853604198,5f5b6779291dc62838384bee,5e4adfc1aaef1b02a763644d,APPROVED,03:10.1,10:38.6,448.506,19,16:55.2,4DE9B385,United Kingdom,Female,47,"Sep 11, 2020 8:03:12 am","Sep 11, 2020 8:10:32 am",Complete,0,0,0,English,0,1599825792_5f5b678062c986.05745842,positive,present,5e4adfc1aaef1b02a763644d,bill_holiday.response,bill_holiday,response,He came back and got fired from his job.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
151,1198,0.798432198-->0.0018231389999999999,5f5cf11c4848f650e9fd2c7b,5f31a239e7ed2f09f2b4a4ef,APPROVED,02:41.9,17:46.5,904.644,27,11:03.4,3833C7F5,United Kingdom,Male,51,"Sep 12, 2020 12:02:44 pm","Sep 12, 2020 12:17:44 pm",Complete,0,0,0,English,0,1599926564_5f5cf124834a10.92864564,negative,absent,5f31a239e7ed2f09f2b4a4ef,bill_holiday.response,bill_holiday,response,"on his final days of his holiday, he meets a girl who is also on her holidays alone. the pair hit it off and decided to keep in contact and meet up once they are both home",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
152,1280,0.36233334100000003-->0.285796882,5f5b65c80b0a3e07df98a55c,5cd5fe480f0de600018e7251,APPROVED,55:54.1,04:13.2,499.136,27,16:03.6,4DE9B385,United Kingdom,Female,21,"Sep 11, 2020 7:55:56 am","Sep 11, 2020 8:04:11 am",Complete,0,0,0,English,0,1599825356_5f5b65cc01b3b0.88522059,positive,present,5cd5fe480f0de600018e7251,bill_holiday.response,bill_holiday,response,His passport is missing.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
153,1242,0.6803744279999999-->0.832151676,5f5b8f7af651ab2e9116fad4,5a9d8c04b5e2110001c6e15f,APPROVED,53:49.6,02:34.2,524.632,30,41:16.4,510FA8B2,United Kingdom,Male,40,"Sep 11, 2020 10:53:51 am","Sep 11, 2020 11:02:32 am",Complete,0,0,0,English,0,1599836031_5f5b8f7f12d6a0.96034010,positive,absent,5a9d8c04b5e2110001c6e15f,bill_holiday.response,bill_holiday,response,His flight is cancelled. ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
154,1303,0.22509000199999998-->0.8490753390000001,5f5b66ef6911870730e2e6a9,5e42855a6cc37110b1c4371e,APPROVED,00:47.5,11:03.6,616.082,34,16:52.0,4DE9B385,Ireland,Female,40,"Sep 11, 2020 8:00:50 am","Sep 11, 2020 8:11:02 am",Complete,0,0,0,English,0,1599825650_5f5b66f28b33f4.25503508,positive,present,5e42855a6cc37110b1c4371e,bill_holiday.response,bill_holiday,response,He gets a free upgrade at the hotel and on his flights,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
155,1162,0.476399225-->0.524738894,5f5cef191c93d2509a59ae3d,5aeaa1e5eb500a00010a21c0,APPROVED,54:01.1,07:11.4,790.307,24,09:48.5,3833C7F5,United States,Male,16,"Sep 12, 2020 11:54:04 am","Sep 12, 2020 12:07:10 pm",Complete,0,0,0,English,0,1599926044_5f5cef1c0462c8.87312322,negative,absent,5aeaa1e5eb500a00010a21c0,bill_holiday.response,bill_holiday,response,He unfortunately loses his luggage but is able to find it the next day at the lost and found.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
156,1283,0.707066199-->0.288500598,5f5b65f6d6397f0799604e4e,56c22e040a25f1000ae56894,APPROVED,56:44.7,05:15.4,510.764,38,16:10.0,4DE9B385,Ireland,Female,27,"Sep 11, 2020 7:56:48 am","Sep 11, 2020 8:05:12 am",Complete,0,0,0,English,0,1599825408_5f5b66001a24d4.29993396,positive,present,56c22e040a25f1000ae56894,bill_holiday.response,bill_holiday,response,His house has been burgled when he gets home,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
157,1146,0.043007317999999996-->0.09326927199999999,5f5bd0baada163373988df15,5de0803843e90d0fcc462b13,APPROVED,32:15.9,42:58.3,642.352,27,59:39.3,40D80FA4,United Kingdom,Male,59,"Sep 11, 2020 3:32:17 pm","Sep 11, 2020 3:42:56 pm",Complete,0,0,0,English,0,1599852737_5f5bd0c19274f1.34385559,negative,present,5de0803843e90d0fcc462b13,bill_holiday.response,bill_holiday,response,"He realises he's a workaholic and doesn't know how to relax. Then he wonders, ""Is this really the life I want to lead?"" An existential crisis he wasn't prepared for.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
158,1142,0.484255208-->0.9146116479999999,5f5bc5fa71abb236faeb0338,5d53bdc9b18d590018dac171,APPROVED,46:22.4,54:04.9,462.487,58,59:31.6,40D80FA4,United Kingdom,Female,51,"Sep 11, 2020 2:46:24 pm","Sep 11, 2020 2:54:01 pm",Complete,0,0,0,English,0,1599849984_5f5bc60081d150.89902793,negative,present,5d53bdc9b18d590018dac171,bill_holiday.response,bill_holiday,response,He receives someone else's clothes in his luggage.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
159,1227,0.805269874-->0.25504007,5f5b8eb61989292e6cb59591,5f443f239d4eda77437dae01,APPROVED,50:34.6,58:46.4,491.832,18,40:48.0,510FA8B2,United Kingdom,Female,24,"Sep 11, 2020 10:50:38 am","Sep 11, 2020 10:58:44 am",Complete,0,0,0,English,0,1599835838_5f5b8ebe554796.79006718,positive,absent,5f443f239d4eda77437dae01,bill_holiday.response,bill_holiday,response,Bill finds his luggage when he returns.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
160,1174,0.050087934-->0.425520237,5f5cefdcef8a090b2813f91a,5cd01e707e84a20017fddc02,APPROVED,03:10.2,15:23.3,733.094,63,10:13.2,3833C7F5,United Kingdom,Female,54,"Sep 12, 2020 12:03:13 pm","Sep 12, 2020 12:15:21 pm",Complete,0,0,0,English,0,1599926593_5f5cf1413935b8.57220886,negative,absent,5cd01e707e84a20017fddc02,bill_holiday.response,bill_holiday,response,He books another holiday.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
161,1151,0.39811701200000005-->0.636391056,5f5ced8d674b950b3eb6b28d,5e08b611361a851bde3ce928,APPROVED,48:47.1,21:47.9,1980.839,34,09:26.4,3833C7F5,United Kingdom,Female,6,"Sep 12, 2020 11:48:49 am","Sep 12, 2020 12:21:42 pm",Complete,0,0,0,English,0,1599925729_5f5cede15a5252.01531996,negative,absent,5e08b611361a851bde3ce928,bill_holiday.response,bill_holiday,response,"A few months later, Bill is sitting down to watch the weekly lottery results as he usually does, Scruffy is warm and cosy on his lap, and up come the numbers... ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
162,1311,0.010227053-->0.437271974,5f5b74db030497095e615bc1,5daa50967776b10016e1bc9b,APPROVED,01:38.6,24:57.6,1399.002,33,17:00.7,4DE9B385,United Kingdom,Male,57,"Sep 11, 2020 9:01:40 am","Sep 11, 2020 9:24:51 am",Complete,0,0,0,English,0,1599829299_5f5b7533e2d3f3.32200280,positive,present,5daa50967776b10016e1bc9b,bill_holiday.response,bill_holiday,response,He arrives home and as soon as he opens his front door he's slapped in the face with a horrible stench. Silly Bill forgot to clean out the fridge before he left.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
163,1285,0.07477484200000001-->0.836050665,5f5b6607291dc628dbf71e63,5c389923184bfd00010b4ce7,APPROVED,56:57.5,02:27.3,329.803,46,16:14.6,4DE9B385,United Kingdom,Male,26,"Sep 11, 2020 7:56:59 am","Sep 11, 2020 8:02:25 am",Complete,0,0,0,English,0,1599825419_5f5b660b16f971.07314375,positive,present,5c389923184bfd00010b4ce7,bill_holiday.response,bill_holiday,response,The luggage contains a secret love letter,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
164,1179,0.000729388-->0.798030348,5f5cf025fcfd084fb53cd4bd,5b0d9494e9270900013bd5a5,APPROVED,58:32.6,14:03.4,930.82,31,10:23.6,3833C7F5,United Kingdom,Female,36,"Sep 12, 2020 11:58:34 am","Sep 12, 2020 12:14:01 pm",Complete,0,0,0,English,0,1599926314_5f5cf02a787718.17846832,negative,absent,5b0d9494e9270900013bd5a5,bill_holiday.response,bill_holiday,response,"As Bill is stranded with no passport, he ends up staying at his holiday destination forever.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
165,1229,0.9101853879999999-->0.36863668299999997,5f5b8ec6e585c32e3cf7184c,5dfb4689ecb3ea86da0fd236,APPROVED,50:49.6,58:43.6,473.997,30,40:53.1,510FA8B2,Ireland,Female,28,"Sep 11, 2020 10:51:22 am","Sep 11, 2020 10:58:42 am",Complete,0,0,0,English,0,1599835882_5f5b8eead11640.55339929,positive,absent,5dfb4689ecb3ea86da0fd236,bill_holiday.response,bill_holiday,response,His luggage turns up again,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
166,1132,0.628910584-->0.984422666,5f5bc5bbe06d3536770d7e78,5e8646ec42953f0e9bd50696,APPROVED,45:20.0,59:31.6,851.641,56,59:11.3,40D80FA4,United Kingdom,Female,40,"Sep 11, 2020 2:45:23 pm","Sep 11, 2020 2:59:27 pm",Complete,0,0,0,English,0,1599849923_5f5bc5c3b902f9.86482216,negative,present,5e8646ec42953f0e9bd50696,bill_holiday.response,bill_holiday,response,Bill needed his passport but it was inside his suitcase.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
167,1225,0.234212017-->0.7318405640000001,5f5b8e9f7b31432dc487641a,59e7362fe75b450001a69349,APPROVED,50:12.3,04:18.4,846.159,83,40:44.0,510FA8B2,United Kingdom,Male,23,"Sep 11, 2020 10:50:14 am","Sep 11, 2020 11:04:16 am",Complete,0,0,0,English,0,1599835814_5f5b8ea6c60d70.77204593,positive,absent,59e7362fe75b450001a69349,bill_holiday.response,bill_holiday,response,he changed to a holiday in his own country (no passport needed),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
168,1264,0.144497608-->0.59081532,5f5b64b9eeba9d07ab78edff,591801345020970001c19493,APPROVED,51:36.7,03:59.3,742.566,33,15:12.9,4DE9B385,United Kingdom,Female,8,"Sep 11, 2020 7:51:43 am","Sep 11, 2020 8:03:54 am",Complete,0,0,0,English,0,1599825103_5f5b64cf286086.84209189,positive,present,591801345020970001c19493,bill_holiday.response,bill_holiday,response,bill enjoyed his holiday so much he decides to move there.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
169,1168,0.41993246-->0.928249433,5f5cef8e28e7915043b0cfaf,5c1c1e7fdbc4da000164934f,APPROVED,56:04.3,02:57.1,412.773,27,10:01.1,3833C7F5,United Kingdom,Female,22,"Sep 12, 2020 11:56:06 am","Sep 12, 2020 12:02:55 pm",Complete,0,0,0,English,0,1599926166_5f5cef964616a2.31053366,negative,absent,5c1c1e7fdbc4da000164934f,bill_holiday.response,bill_holiday,response,The bag is found,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
170,1313,0.5045368570000001-->0.628924281,5f5b8279a9ba112c2644ea21,57fcf3770fc1ce0001f03aaa,APPROVED,58:19.7,03:01.9,282.235,30,17:03.1,4DE9B385,United Kingdom,Female,58,"Sep 11, 2020 9:58:21 am","Sep 11, 2020 10:03:00 am",Complete,0,0,0,English,0,1599832701_5f5b827d31cca8.03181250,positive,present,57fcf3770fc1ce0001f03aaa,bill_holiday.response,bill_holiday,response,Bill has the wrong luggage ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
171,1157,0.128374147-->0.39877218,5f5ceea94cddcc4fd7cf85d0,5b5f23420085cb0001872849,APPROVED,52:13.4,58:31.1,377.784,25,09:38.4,3833C7F5,United Kingdom,Female,11,"Sep 12, 2020 11:52:14 am","Sep 12, 2020 11:58:27 am",Complete,0,0,0,English,0,1599925934_5f5ceeaec570b5.85743875,negative,absent,5b5f23420085cb0001872849,bill_holiday.response,bill_holiday,response,His luggage is found.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
172,1112,0.868201131-->0.161382581,5f5bc3dfa6d2af35a38b0673,58c3d3caabafb2000142055f,APPROVED,37:26.4,46:29.0,542.617,58,58:30.7,40D80FA4,United Kingdom,Female,16,"Sep 11, 2020 2:37:30 pm","Sep 11, 2020 2:46:21 pm",Complete,0,0,0,English,0,1599849450_5f5bc3ea376033.34957996,negative,present,58c3d3caabafb2000142055f,bill_holiday.response,bill_holiday,response,He wasn't allowed into the country as he couldnt find his passport.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
173,1251,0.11235811400000001-->0.626881593,5f5b8fea52a9212f2bacaf56,5dfba3e169a1178d07a55d65,APPROVED,56:09.4,06:44.6,635.263,20,41:34.6,510FA8B2,United Kingdom,Female,51,"Sep 11, 2020 10:56:11 am","Sep 11, 2020 11:06:43 am",Complete,0,0,0,English,0,1599836171_5f5b900b10f460.12991873,positive,absent,5dfba3e169a1178d07a55d65,bill_holiday.response,bill_holiday,response,His luggage was found,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
174,1278,0.396343988-->0.358756298,5f5b65b3e150072909380224,5ee13b0693ab7b146b37bc5b,APPROVED,55:34.2,33:24.4,2270.223,36,15:42.9,4DE9B385,United Kingdom,Female,54,"Sep 11, 2020 7:55:35 am","Sep 11, 2020 8:33:22 am",Complete,0,0,0,English,0,1599825335_5f5b65b7ce98c5.37709093,positive,present,5ee13b0693ab7b146b37bc5b,bill_holiday.response,bill_holiday,response,His flight home is cancelled due to bad weather,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
175,1204,0.884495422-->0.052602444000000005,5f5b8c47be18672e38687421,5f52c34dbc9a931b2df43460,APPROVED,40:13.9,04:35.5,1461.618,25,40:02.9,510FA8B2,United States,Female,6,"Sep 11, 2020 10:41:46 am","Sep 11, 2020 11:04:21 am",Complete,0,0,0,English,0,1599835306_5f5b8caa0ff628.24387887,positive,absent,5f52c34dbc9a931b2df43460,bill_holiday.response,bill_holiday,response,He lost his luggage which means his passport is missing too since he put it there.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
